billing_id,appointment_id,amount,paid_amount,payment_status,outstanding_balance
981,981,423,423,Paid,0
982,982,758,758,Paid,0
983,983,641,641,Paid,0
984,984,487,487,Paid,0
985,985,217,217,Paid,0
986,986,160,87,Partial,73
987,987,782,782,Paid,0
988,988,231,50,Partial,181
989,989,486,486,Paid,0
990,990,441,441,Paid,0
991,991,720,720,Paid,0
992,992,149,149,Paid,0
993,993,707,707,Paid,0
994,994,681,681,Paid,0
995,995,483,0,Unpaid,483
996,996,98,98,Paid,0
997,997,980,980,Paid,0
998,998,580,580,Paid,0
999,999,101,101,Paid,0
